10034.949	-10.7	-31.927482
12220.795	-14.35	59.711212
10764.869	-11.85	98.705231
11782.728	-11.9	128.22584
11734.957	-10.9	77.874328
13082.131	-14.5	23.166118
14329.632	-18.1	0
10520.703	-10.05	-12.811856
14465.567	-11.75	12.81441
13368.782	-11.25	35.85872
14275.417	-15.25	0
13685.379	-16.2	0
12196.098	-10.35	34.440792
11616.395	-10.7	65.600873
12621.138	-19.2	0
10870.861	-18.05	50.459331
10661.241	-16.85	74.780909
10277.666	-12.15	50.860518
10540.424	-13.8	120.3894
12773.625	-17.6	0
13056.249	-12.7	77.641407
10313.197	-18.2	17.241655
12270.309	-10.8	60.009518
13447.562	-17.25	0
10260.206	-12.15	48.055079
13978.913	-12.8	36.803512
11806.685	-18.2	14.911834
13765.129	-17.8	0
13765.129	-14.5	14.009296
10059.157	-17.5	-4.0456126
10160.458	-12.75	45.409196
11975.679	-13.5	125.97255
13238.048	-15.35	0
13791.763	-15.4	0
11758.818	-14.9	74.31046
10723.119	-12.15	107.37039
13632.344	-19.3	0
13473.878	-10.45	0.63559485
13264.137	-14.2	32.97707
10661.241	-12.75	120.18885
11223.47	-11.05	82.255209
11545.873	-11.4	107.83341
13342.578	-10.35	-0.17180446
11640.006	-19.8	12.111767
10367.893	-18.8	12.2166
10913.866	-15.5	120.38357
11314.393	-16.55	77.035476
10313.197	-13.35	83.564776
13552.99	-18.2	0
10560.269	-16.2	85.549418
10681.765	-10.25	7.3553483
13056.249	-19.75	0
12646.467	-11.55	80.429217
10331.251	-12.3	63.904145
10144.813	-19.3	-11.274656
13421.274	-13.1	56.87044
12419.777	-10.5	37.469607
10367.893	-15.45	81.821365
13056.249	-14.35	31.037019
11854.74	-18.75	9.2265073
11616.395	-16.9	44.190151
13526.592	-16	0
11522.472	-16.6	58.64206
12570.583	-19.1	0
11734.957	-11.95	131.09564
14167.265	-11.6	17.38906
10059.157	-13.1	28.701227
12824.723	-17.55	0
10225.949	-10.3	-23.977402
12697.229	-13.2	90.581827
10072.247	-13.3	34.384734
10640.824	-19.3	19.844553
11758.818	-10.05	21.275922
12444.821	-17	0
11268.806	-15.35	114.61673
12048.772	-14.5	60.509676
14140.285	-17.1	0
12978.791	-14.6	19.496957
10367.893	-14	96.656787
13738.52	-18.75	0
12621.138	-17.45	0
11830.689	-19	9.3832801
11022.788	-18.4	43.620068
11429.418	-16.95	59.472348
11133.585	-19.5	24.504991
12295.124	-12.05	113.17284
13738.52	-14.8	4.8410287
12146.824	-17.45	0
12953.033	-14.35	33.337457
12621.138	-17	0
10176.414	-15.8	45.488254
10957.199	-14.5	144.92634
11545.873	-14.4	124.96967
11200.899	-10.55	49.709709
13473.878	-16.05	0
10661.241	-10.9	41.65247
14113.33	-17.8	0
11429.418	-11.05	86.733829
10978.985	-18.3	45.73976
12978.791	-11.95	74.780909
13738.52	-10.9	10.498464
10160.458	-16.75	25.345039
12097.715	-14.7	34.853977
13818.423	-19.2	0
12978.791	-10.15	0.23088984
13395.014	-15.5	0
14194.268	-15.4	0
12570.583	-19.35	0
10024.082	-10.85	-29.749815
10661.241	-12.55	114.73497
12196.098	-15.55	0
14167.265	-13.25	29.266366
12671.831	-12.3	97.348394
13290.255	-18.7	0
10192.659	-10.95	-3.701137
12824.723	-16.1	0
12369.803	-19.65	0
11522.472	-11.2	96.530281
14629.424	-14.8	2.2362109
13447.562	-18.95	0
11178.394	-11.75	119.25136
13133.984	-11.45	53.111717
11155.955	-19.45	25.048544
13711.937	-13.15	44.706826
11111.283	-15.15	128.26892
14329.632	-13.75	20.569718
14275.417	-12.25	24.370017
13133.984	-12.05	68.609966
11640.006	-16.15	54.578914
11268.806	-11.6	114.65054
10702.391	-13.85	137.45036
11927.169	-15.1	28.788643
13082.131	-10.25	2.433639
14005.748	-11.2	12.2166
13108.042	-10.65	21.253523
11133.585	-12	128.76408
13845.109	-17.95	0
12097.715	-17.6	0
13421.274	-13.2	55.542089
14059.491	-11.25	12.116078
11268.806	-19.2	27.091406
11133.585	-11.9	124.45463
13159.955	-16.2	0
10661.241	-16.95	72.068313
11830.689	-15.5	38.525616
13898.556	-15.95	0
13056.249	-13.25	70.997501
10913.866	-11.7	103.20449
14356.774	-9.95	-27.890602
10540.424	-17.25	56.787439
11951.402	-11.9	123.38605
14275.417	-17.6	0
11951.402	-12.1	129.55111
14194.268	-19.9	0
11902.98	-14.8	54.232323
10242.963	-14.25	75.07492
11592.835	-15.15	88.698572
13579.414	-15.4	0
12773.625	-11.6	75.83036
12875.951	-14	53.07535
12953.033	-16.85	0
13342.578	-12.95	61.93007
10620.515	-13.6	128.77913
13898.556	-15.9	0
11452.598	-11.2	96.00703
13108.042	-16	0
12646.467	-13.7	76.575584
14492.822	-15.05	0
10913.866	-11.6	98.245809
12545.359	-12.25	103.75853
11830.689	-10.75	67.352483
10100	-10	-43.563548
10540.424	-19.4	14.181068
12048.772	-15	0
13368.782	-15.5	0
10870.861	-10.3	20.654267
13342.578	-17	0
10978.985	-14.9	136.52118
12444.821	-18.45	0
10443.136	-17.6	40.858907
11155.955	-13.7	158.22536
12295.124	-10.7	53.343461
13818.423	-10.9	8.2402212
10957.199	-11.25	82.205963
12270.309	-14.25	64.436707
10192.659	-12.75	51.662453
